,Startup_name,Status,Hype_score,Risk_score,Basic_Review,InvRating,Post-ICO,Raised,ICO_start_date,ICO_end_date,ICO_token_supply,Hard_cap_size,Registration_Country,Ticker,Type,Additional_Token_Emission,Accepted_Currencies,Pre-sale_start_date,Pre-sale_end_date,Registration_Year,Pre-sale_token_supply,Soft_cap,Country_Limitations,ICO_Platform,Dev_rating,T_Utility_token,T_Cryptocurrency,T_Security,Roi_ETH,USD_cap,ROI_coin,Chek,Error,Trends,ROI_coin_up,ROI_coin_down
4626,Own,0.0,2.0,,0.0,,Votefor...,0,,,100000000.0,8000000.0,Liechtenstein,CHX,Utility-token,0.0,1.0,,,,,1000000USD (fiat),,,0.0,,,,,12310595.7098,88.4447,1.0,,,88.4447,
4627,IntergalacticGaming,0.0,1.0,,0.0,,Votefor...,0,,,,,,IGG,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4628,miskre,0.0,0.0,,0.0,,Votefor...,0,,,18500000000.0,,,MIS,Utility-token,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4629,Bitmax,0.0,2.0,,0.0,,Votefor...,0,,,,,,BMAX,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4630,SharesChain,0.0,2.0,,0.0,,Votefor...,0,,,8000000000.0,,Singapore,SCTK,Utility-token,0.0,1.0,2018-03-30,2018-04-27,,,,8.0,,0.0,,,,,,,1.0,,,,
4631,weBloc,0.0,2.0,,0.0,,Votefor...,0,,,,,,WOK,Utility-token,0.0,,2018-11-12,2018-11-21,,,,,1.0,0.0,,,,,,,1.0,,,,
4632,AGRIC,0.0,1.0,,0.0,,Votefor...,0,,,170000000.0,,,AGRICC,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,,,1.0,,,,
4633,Allforcrypto,0.0,1.0,,0.0,,Votefor...,0,,,65000000.0,50000000.0,,AFCT,Utility-token,0.0,6.0,2018-11-24,2018-12-31,,5000000.0,2000000USD (fiat),23.0,,0.0,,,,,,,1.0,,,,
4634,HyperLoot,0.0,1.0,,0.0,,Votefor...,0,,,,,,HLT,,0.0,,,,,,,,,0.0,,,,,5756948.0505,2.34856,1.0,,,2.34856,
4635,EcoLend,0.0,1.0,,0.0,,Votefor...,0,,,84000000.0,,,ECO,Security,0.0,1.0,2018-07-15,2018-08-15,,28000000.0,,,,0.0,,,,,22434173.1994,68.3209,1.0,,,68.3209,
4636,GRUUTNetwork,0.0,0.0,,0.0,,Votefor...,0,,,,,,GRU,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4637,Loom,0.0,3.0,,0.0,,Votefor...,45808270,,,,57000000.0,,LOOM,,0.0,,,,,,,,,0.0,,,,,49861779.6382,-15.8617,1.0,,,,-15.8617
4638,Sportcy,0.0,0.0,,0.0,,Votefor...,0,,,,90000000.0,Singapore,SPTC,Utility-token,0.0,5.333333333333333,,,,,30000000USD (fiat),,,0.0,,,,,,,1.0,,,,
4639,Aukcecoin,0.0,1.0,3.0,0.0,,Votefor...,0,,,12500000.0,,,AUK,Utility-token,0.0,2.0,,,,,,,,0.0,,,,,,,1.0,,,,
4640,ALLIVE,0.0,2.0,,0.0,,Votefor...,0,,,,,,ALV,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4641,PontemInc.,0.0,1.0,,0.0,,Votefor...,0,,,200000.0,,,PNM,Utility-token,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4642,DBangko,0.0,0.0,,0.0,,Votefor...,0,,,,,,DBK,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4643,beTOK,0.0,1.0,,0.0,,Votefor...,0,,,592500000.0,,Switzerland,BTK,Utility-token,0.0,1.0,,,,,1800ETH,,,0.2,,,,,60522.5222473,-89.6005,1.0,,3.0204823216673,,-89.6005
4644,Ceybit,0.0,1.0,,0.0,,Votefor...,0,,,987000000.0,25000000.0,Sri Lanka,CYBT,Utility-token,0.0,1.0,,,,,10000000USD (fiat),3.0,,0.0,,,,,,,1.0,,,,
4645,ECTA,0.0,2.0,,0.0,,Votefor...,0,,,500000000.0,10000000.0,Slovenia,ECTA,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,,,1.0,,,,
4646,Ledgerium,0.0,2.0,,0.0,,Votefor...,0,,,3000000000.0,,,LGUM,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,,,1.0,,,,
4647,JURA,0.0,2.0,,0.0,,Votefor...,0,,,,,,JURA,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4648,LivenPay,0.0,2.0,2.0,0.0,,Votefor...,0,,,,,,LVN,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,,,1.0,,,,
4649,Qilimanjaro,0.0,2.0,,0.0,,Votefor...,0,,,28125000.0,,,QBIT,Utility-token,0.0,1.0,,,,,20000ETH,,,0.0,,,,,75481779.7891,888.977,1.0,,0.15637903985666732,888.977,
4650,BookMyGain,0.0,1.0,,0.0,,Votefor...,0,,,,,,BMG,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4651,BrunoCoin,0.0,1.0,,0.0,,Votefor...,0,,,1000000000.0,55000000.0,,BRN,Cryptocurrency,0.0,5.333333333333333,2018-06-01,2018-06-30,,,5000000USD (fiat),,,0.0,,,,,,,1.0,,,,
4652,AegisAssociates,0.0,1.0,,0.0,,Votefor...,0,,,,,,AEGIS,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4653,GLASS,0.0,1.0,,0.0,,Votefor...,0,,,,,,GLASS,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4654,SportVEST,0.0,1.0,,0.0,,Votefor...,0,,,70400000.0,60500000.0,United States,SVE,Utility-token,0.0,2.0,,,,,6500000USD (fiat),,,0.0,,,,,,,1.0,,,,
4655,GetLine,0.0,2.0,,0.0,,Votefor...,0,,,50000000.0,12000000.0,,GET,Utility-token,0.0,1.0,,,,,3000000,,,0.0,,,,,,-50.8767,1.0,,0.009956087130241329,,-50.8767
4656,FR8(FR8),0.0,1.0,,0.0,,Votefor...,0,,,,,,FR8,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,,,1.0,,,,
4657,PO8(PO8),0.0,3.0,,0.0,,Votefor...,0,,,6000000000.0,30000000.0,Bahamas,PO8,Utility-token,0.0,1.0,2018-06-15,2018-07-15,,,10000000USD (fiat),2.0,,0.0,,,,,,,1.0,,,,
4658,GenaroNetwork,0.0,2.0,,0.0,,Votefor...,0,,,,,,GNX,,0.0,,,,,,,,,0.0,,,,,6196148.277980003,-94.2952,1.0,,,,-94.2952
4659,Loycha,0.0,0.0,,0.0,,Votefor...,0,,,550000000.0,,,LOY,Utility-token,0.0,6.0,2018-12-14,2019-01-31,,150000000.0,,5.0,,0.0,,,,,19537961.261,-55.4095,1.0,,,,-55.4095
4660,Loomia,0.0,2.0,,0.0,,Votefor...,0,,,,30000000.0,United States,TILE,Utility-token,0.0,3.0,,,,,,,,0.0,,,,,,,1.0,,,,
4661,LightCash,0.0,1.0,,0.0,,Votefor...,0,,,,,,LCD,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,,,1.0,,,,
4662,Storecoin,0.0,1.0,,0.0,,Votefor...,0,,,310000000.0,,,STORE,,0.0,,,,2017.0,,,,,0.0,,,,,,,1.0,1.0,,,
4663,Deskchain,0.0,1.0,,0.0,,Votefor...,0,,,,,,DESKCHAIN,Utility-token,0.0,5.333333333333333,,,,,,,,0.0,,,,,,,1.0,,,,
4664,Transcodium,0.0,2.0,1.0,0.0,,Votefor...,10977534,,,86400000.0,30000000.0,United Kingdom,TNS,Utility-token,0.0,3.0,2018-01-07,2018-02-28,2017.0,,500000,,,0.0,,,,,100881.86279500001,-98.5357,1.0,,0.6154907983702578,,-98.5357
4665,Elixxir,0.0,1.0,,0.0,,Votefor...,0,,,,,,ELI,,0.0,,,,,,,,,0.0,,,,,1991869.22975,-31.3104,1.0,,,,-31.3104
4666,DPRG,0.0,1.0,,0.0,,Votefor...,0,,,,,,DPRG,Utility-token,0.0,2.0,2018-03-08,2018-04-07,,300000000.0,,,,0.0,,,,,,,1.0,,,,
4667,HYGH,0.0,1.0,,0.0,,Votefor...,0,,,375000000.0,,Switzerland,HYGH,Utility-token,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4668,Cannabium,0.0,1.0,,0.0,,Votefor...,0,,,480000000.0,24000000.0,Cayman Islands,CNAB,Utility-token,0.0,6.0,2018-11-16,2019-01-10,,,3000000USD (fiat),,,0.0,,,,,,,1.0,,,,
4669,OriginProtocol(OriginToken),0.0,4.0,2.0,0.0,,Votefor...,0,,,,,,OriginToken,Utility-token,0.0,3.0,,,,,,,,0.0,,,,,,,1.0,,,,
4670,CodeTract,0.0,2.0,3.0,0.0,,Votefor...,0,,,,,,GCT,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4671,Helium,0.0,3.0,,0.0,,Votefor...,0,,,,,,HEL,,0.0,,,,,,,,,0.0,,,,,38982.3296045,18.3492,1.0,,,18.3492,
4672,ARPA,0.0,2.0,,0.0,,Votefor...,0,,,,,,ARP,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4673,Hadron,0.0,2.0,2.0,0.0,,Votefor...,0,,,,,,HADRON,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4674,LuvdubCoin,0.0,1.0,,0.0,,Votefor...,0,,,53750000.0,,United States,Luvdub,Utility-token,0.0,,,,2016.0,,,,,0.0,,,,,,,1.0,,,,
4675,BlueWhale,0.0,2.0,,0.0,,Votefor...,22700000,,,52800000000.0,41972200.0,Singapore,BWX,Utility-token,0.0,2.0,2018-04-02,2018-04-13,,,19078250USD (fiat),,,0.0,,,,,4311838.71624,-92.5701,1.0,,,,-92.5701
4676,Safeguard,0.0,2.0,,0.0,,Votefor...,0,,,75297600.0,11647400.0,,SGT,Utility-token,0.0,1.0,2018-06-07,2018-07-06,,,2500000USD (fiat),,,0.0,,,,,,,1.0,,,,
4677,TychExchange,0.0,0.0,,0.0,,Votefor...,0,,,340000000.0,,Estonia,TEX,Utility-token,0.0,1.0,,,2018.0,,10000ETH,,,0.0,,,,,,,1.0,,,,
4678,Betmaster,0.0,1.0,,0.0,,Votefor...,0,,,,,,BETM,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4679,Vegais,0.0,1.0,,0.0,,Votefor...,0,,,,,,VEG,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,2100385.12181,81.1681,1.0,,4.3274582560296855,81.1681,
4680,Blocksafe,0.0,1.0,,0.0,,Votefor...,0,,,,,,TRIG,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4681,Nocturus,0.0,1.0,,0.0,,Votefor...,2000000,,,3000000000.0,,United States,NOCT,Utility-token,0.0,1.0,2018-03-01,2018-03-30,,,2500ETH,6.0,,0.0,,,,,,,1.0,,,,
4682,DUSKNetwork,0.0,2.0,,0.0,,Votefor...,0,,,125000000.0,7800000.0,Netherlands,DUSK,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,,,1.0,,,,
4683,Honeycomb,0.0,1.0,,0.0,,Votefor...,0,,,1048576.0,,Switzerland,COMB,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,,,1.0,,,,
4684,IoTChain,0.0,4.0,,0.0,,Votefor...,0,,,,,,IOTC,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4685,ViewChain,0.0,2.0,,0.0,,Votefor...,0,,,2500000000.0,,Singapore,VIEW,Utility-token,0.0,1.0,,,,,,3.0,,0.0,,,,,257131.816602,-83.5834,1.0,,0.3647117179373329,,-83.5834
4686,Yachtco,0.0,1.0,,0.0,,Votefor...,0,,,,,,Yachtco,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4687,Bluebelt,0.0,1.0,2.0,0.0,,Votefor...,0,,,,,Japan,BBXC,Security,0.0,7.0,2018-11-01,2019-02-28,2018.0,50000000.0,,2.0,,0.0,,,,,,,1.0,,,,
4688,4Lions,0.0,0.0,,0.0,,Votefor...,0,,,,14640000.0,,LION,,0.0,,,,,,6840000,,,0.0,,,,,493142.825634,-63.6432,1.0,,,,-63.6432
4689,NKOR,0.0,2.0,3.0,0.0,,Votefor...,0,,,40000000.0,,Gibraltar,NKR,Utility-token,0.0,1.0,2018-03-05,2018-04-05,2017.0,,,4.0,,0.0,,,,,,,1.0,,,,
4690,NanoVision,0.0,1.0,,0.0,,Votefor...,0,,,,,,NAN,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,245317550.07700002,20123.0,1.0,,0.03384929409763565,20123.0,
4691,AlphaPointPublicNetwork,0.0,2.0,,0.0,,Votefor...,0,,,,,,APN,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,,,1.0,,,,
4692,ArtchainAI,0.0,1.0,,0.0,,Votefor...,0,,,,,,ART,,0.0,,,,,,,,,0.0,,,,,3927502.05361,-70.749,1.0,,,,-70.749
4693,CustumCoinPlatform,0.0,1.0,,0.0,,Votefor...,0,,,59000000.0,,United Kingdom,CC,Utility-token,0.0,1.0,2018-10-12,2018-11-12,,30000000.0,,,,0.0,,,,,112280.243023,-13.9091,1.0,,,,-13.9091
4694,Umewin,0.0,1.0,,0.0,,Votefor...,0,,,,,,UME,Utility-token,0.0,1.0,2018-07-01,2018-08-30,,100000000.0,,,,0.0,,,,,,,1.0,,,,
4695,RAYSNetwork,0.0,2.0,,0.0,,Votefor...,0,,,,,,RAYS,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4696,Uranus,0.0,2.0,2.0,0.0,,Votefor...,0,,,,,,URA,,0.0,,,,,,,,,1.8,,,,,7627.10981238,-5.94418,1.0,,,,-5.94418
4697,Amino,0.0,1.0,,0.0,,Votefor...,1399000,,,,,,AMO,,0.0,,,,,,,,,0.0,,,,,8710308.41031,-38.421,1.0,,,,-38.421
4698,WOMToken,0.0,2.0,,0.0,,Votefor...,0,,,350000000.0,,Malta,WOM,Utility-token,0.0,1.0,,,,,,2.0,,0.0,,,,,633448.0990439999,-99.5571,1.0,,0.08338468317027509,,-99.5571
4699,MeFy,0.0,2.0,,0.0,,Votefor...,0,,,118000000.0,35000000.0,India,MEFY,Utility-token,0.0,1.0,2018-06-04,2018-07-04,2016.0,57500000.0,10000000USD (fiat),3.0,,0.0,,,,,,,1.0,,,,
4700,Residual,0.0,1.0,,0.0,,Votefor...,0,,,250000.0,10500000.0,United States,RSDL-L,Utility-token,0.0,1.0,2018-09-15,2018-10-15,,4000000.0,2500000USD (fiat),,,0.0,,,,,,,1.0,,,,
4701,Mosaic,0.0,3.0,2.0,0.0,,Votefor...,0,,,1000000000.0,30000000.0,Cayman Islands,MZX,Utility-token,0.0,2.0,,,,,,3.0,,0.0,,,,,,,1.0,,,,
4702,ERNProject,0.0,3.0,,0.0,,Votefor...,0,,,500000000.0,25000000.0,United Kingdom,ERN,Utility-token,0.0,1.0,,,,,10000000USD (fiat),2.0,,0.0,,,,,,,1.0,,,,
4703,Influbook,0.0,0.0,3.0,0.0,,Votefor...,0,,,350000000.0,,France,BOOK,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,,,1.0,,,,
4704,CryptoWorkPlace,0.0,0.0,,0.0,,Votefor...,0,,,250000000.0,,,CWP,Utility-token,0.0,,,,,,,,,0.16667,,,,,,,1.0,,,,
4705,CryptoWorkPlace,0.0,0.0,,0.0,,Votefor...,0,,,250000000.0,47400000.0,,CWT,Utility-token,0.0,2.0,2018-10-15,2018-11-15,,15000000.0,2400000USD (fiat),5.0,,0.0,,,,,,,1.0,,,,
4706,HPAYCoin,0.0,1.0,,0.0,,Votefor...,0,,,62000000.0,,,HPAY,Utility-token,0.0,1.0,,,,,,1.0,,0.0,,,,,,,1.0,,,,
4707,HPAYCoin,0.0,1.0,,0.0,,Votefor...,0,,,62000000.0,,,HPAY,Utility-token,0.0,1.0,,,,,,1.0,,0.0,,,,,,,1.0,,,,
4708,Webfree,0.0,1.0,,0.0,,Votefor...,0,,,77777777.0,3888890.0,,FREE,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,1104204.2354899999,29.3657,1.0,,,29.3657,
4709,ContentBox,0.0,2.0,,0.0,,Votefor...,0,,,,,,BOX,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,2993909.9111200008,-88.0844,1.0,,0.3033755883490818,,-88.0844
4710,BrickVision,0.0,0.0,,0.0,,Votefor...,0,,,,,,BRICKS,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4711,CoinFast,0.0,1.0,,0.0,,Votefor...,0,,,,,,CFSS,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4712,WishKnish,0.0,1.0,,0.0,,Votefor...,0,,,,,,KNISH,Utility-token,0.0,1.6666666666666667,,,,,,,,0.0,,,,,,,1.0,,,,
4713,Pockero,0.0,0.0,,0.0,,Votefor...,0,,,235000000.0,8000000.0,France,PCKO,Utility-token,0.0,1.0,2018-07-01,2018-08-31,2017.0,,,,1.0,0.0,,,,,,,1.0,,,,
4714,Sharevest,0.0,1.0,,0.0,,Votefor...,0,,,120000000.0,21000000.0,United Kingdom,SVX,Utility-token,0.0,1.0,,,,,1000000USD (fiat),,,0.0,,,,,,,1.0,,,,
4715,Neuroseed,0.0,1.0,,0.0,,Votefor...,0,,,1867130000.0,70000000.0,,NSD,Utility-token,0.0,,2018-06-04,2018-07-04,,,42000000,,,0.0,,,,,4722229.55746,125.355,1.0,,0.016078416572272474,125.355,
4716,Babb,0.0,2.0,,0.0,,Votefor...,20000000,,,30000000000.0,20000000.0,United Kingdom,BAX,Utility-token,0.0,1.0,2018-01-14,2018-02-14,2010.0,,,,,0.0,,,,,3829852.71544,-61.6923,1.0,,2.2525311162281825,,-61.6923
4717,Empower,0.0,1.0,,0.0,,Votefor...,0,,,,,,EMP,,0.0,,,,,,,,,0.0,,,,,89188.782864,-90.8518,1.0,,,,-90.8518
4718,Blueshare,0.0,0.0,,0.0,,Votefor...,0,,,,,,BSH,,0.0,,,,,,,,,0.33333,,,,,,,1.0,,,,
4719,AussieDigital,0.0,1.0,,0.0,,Votefor...,0,,,,,,AUD,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,278214.805975,673.2869999999998,1.0,,0.5955546473483633,673.2869999999998,
4720,TradePlace,0.0,1.0,,0.0,,Votefor...,0,,,100000000.0,,United Kingdom,EXTP,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,,,1.0,,,,
4721,AXenS,0.0,3.0,,0.0,,Votefor...,0,,,,,,AXS,,0.0,,2018-05-16,2018-07-31,,,,,,0.0,,,,,,,1.0,,,,
4722,IRISNetwork,0.0,2.0,2.0,0.0,,Votefor...,0,,,,,,IRIS,,0.0,,,,,,,,,0.0,,,,,,-8.06334,1.0,,0.1073787682206036,,-8.06334
4723,WorkForceCoin,0.0,1.0,,0.0,,Votefor...,0,,,,,,WFC,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4724,hCaptcha,0.0,1.0,,0.0,,Votefor...,0,,,,,,HMT,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4725,DeHedge,0.0,2.0,2.0,0.0,,Votefor...,0,,,2500000000.0,,United Kingdom,DHT,Utility-token,0.0,2.0,2018-03-15,2018-04-20,,,10000000USD (fiat),,,0.0,,,,,,,1.0,,,,
4726,Airchain,0.0,2.0,,0.0,,Votefor...,0,,,50000000000.0,15000000.0,,ANK,Utility-token,0.0,1.0,,,,,3000000USD (fiat),,,0.0,,,,,19677067.6659,-30.3444,1.0,,0.035166656799479015,,-30.3444
4727,Jur,0.0,2.0,,0.0,,Votefor...,0,,,400000000.0,,Switzerland,JUR,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,257283.12504800002,-88.9335,1.0,,0.036937613645700376,,-88.9335
4728,1WorldBlockchain,0.0,1.0,2.0,0.0,,Votefor...,0,,,176000000.0,88000000.0,Seychelles,WBD,Utility-token,0.0,2.0,,,2018.0,,,3.0,,0.0,,,,,,,1.0,,,,
4729,Demeter,0.0,1.0,,0.0,,Votefor...,0,,,200000000.0,,,DME,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,,,1.0,,,,
4730,CloseCross,0.0,1.0,,0.0,,Votefor...,0,,,3000000000.0,30000000.0,,CLX,Utility-token,0.0,,,,,,5000000USD (fiat),,,0.0,,,,,,,1.0,,,,
4731,FundRequest,0.0,2.0,2.0,0.0,,Votefor...,12500000,,,,,,FND,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,56412.5872342,-99.5262,1.0,,0.02662768763554486,,-99.5262
4732,SportCo,0.0,1.0,,0.0,,Votefor...,0,,,365000000.0,,Cyprus,SPRT,Utility-token,0.0,5.0,2018-05-14,2018-06-14,,,,2.0,,0.0,,,,,596037.106988,-99.9927,1.0,,0.2605836152451998,,-99.9927
4733,ALTO,0.0,2.0,,0.0,,Votefor...,0,,,1020000000.0,,,ALTO,Utility-token,0.0,1.0,,,,,10000ETH,,,0.0,,,,,,,1.0,,,,
4734,Driiven,0.0,1.0,4.0,0.0,,Votefor...,0,,,,,,BAC,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4735,FluffAR,0.0,2.0,,0.0,,Votefor...,0,,,7000000.0,,Singapore,CARAT,Utility-token,0.0,3.0,,,,,,,,0.0,,,,,,5.24593,1.0,,1.3415404729065132,5.24593,
4736,Polkadot,0.0,2.0,2.0,0.0,,Votefor...,140000000,,,,,,DOT,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4737,Siglo,0.0,2.0,,0.0,,Votefor...,0,,,2880000000.0,25000000.0,,SGL,Utility-token,0.0,1.0,,,,,8000000USD (fiat),,,0.0,,,,,,,1.0,,,,
4738,UDAP,0.0,2.0,,0.0,,Votefor...,0,,,1500000000.0,,,UPX,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,801707.6775720002,163.05700000000004,1.0,,0.5789291013182462,163.05700000000004,
4739,Loyela(L-STAR),0.0,0.0,,0.0,,Votefor...,0,,,900000000.0,30000000.0,Singapore,L-STAR,Utility-token,0.0,1.0,,,,,20000000USD (fiat),,,0.0,,,,,,,1.0,,,,
4740,InterFinex,0.0,0.0,,0.0,,Votefor...,0,,,270000000.0,32000000.0,Estonia,ITT,Utility-token,0.0,6.0,,,,,2000000USD (fiat),,,0.0,,,,,1803372.71285,9.88456,1.0,,,9.88456,
4741,SISA,0.0,1.0,,0.0,,Votefor...,0,,,32500000.0,,,SISA,Security,0.0,,2017-11-17,2017-12-17,,7500000.0,,,,0.0,,,,,,,1.0,,,,
4742,CROWDLITOKEN,0.0,0.0,,0.0,,Votefor...,0,,,70000000.0,199144000.0,Liechtenstein,CROWDLITOKEN,Security,0.0,,,,,,44807400USD (fiat),,,0.0,,,,,,,1.0,,,,
4743,TxHashNetwork,0.0,2.0,,0.0,,Votefor...,0,,,400000000.0,15000000.0,Gibraltar,TXN,Utility-token,0.0,1.0,,,,,5000000USD (fiat),,,0.0,,,,,,,1.0,,,,
4744,CredibleToken,0.0,1.0,,0.0,,Votefor...,0,,,,5000000.0,United Kingdom,CET,Utility-token,0.0,1.0,2018-03-01,2018-06-01,2018.0,,1000000,,,0.0,,,,,,10.6367,1.0,,,10.6367,
4745,YGGCOIN(YGG),0.0,1.0,,0.0,,Votefor...,0,,,,,,YGG,,0.0,,2018-07-15,2018-07-20,,,,,,0.0,,,,,1908989.51677,-81.6243,1.0,,,,-81.6243
4746,STACK,0.0,3.0,,0.0,,Votefor...,17000000,,,,,,STK,Utility-token,0.0,1.0,2017-10-29,2017-12-09,,1250000.0,,,,0.0,,,,,2010122.20455,-98.1424,1.0,,,,-98.1424
4747,FansUnite,0.0,1.0,2.0,0.0,,Votefor...,0,,,,12000000.0,,FAN,,0.0,1.0,,,,,5000000USD (fiat),,,0.0,,,,,15515809.2476,-40.7493,1.0,,1.4584598884558877,,-40.7493
4748,Masterworks,0.0,2.0,,0.0,,Votefor...,0,,,,,,MAS,,0.0,,,,,,,,,0.0,,,,,1299223.7799200001,-72.5069,1.0,,,,-72.5069
4749,Gamestatix,0.0,1.0,,0.0,,Votefor...,0,,,130000000.0,15600000.0,United Kingdom,GSX,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,,,1.0,,,,
4750,Weeve,0.0,2.0,,0.0,,Votefor...,0,,,,,,WEE,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,,,1.0,,,,
4751,Granite,0.0,1.0,3.0,0.0,,Votefor...,0,,,25000000.0,,,GLC,Utility-token,0.0,1.0,2018-02-01,2018-03-01,,,3000ETH,2.0,,0.0,,,,,2291435.1817099997,3173.84,1.0,,0.0,3173.84,
4752,ContentNeutralityNetwork,0.0,2.0,,0.0,,Votefor...,0,,,30000000000.0,,,CNN,Utility-token,0.0,1.0,,,,,,8.0,,0.0,,,,,6999556.40609,-93.0635,1.0,,,,-93.0635
4753,LoveBlock,0.0,1.0,,0.0,,Votefor...,0,,,,,Singapore,DDD,Utility-token,0.0,1.0,2018-08-01,2018-10-31,,,1200ETH,,,0.0,,,,,11897445.0153,-82.7644,1.0,,,,-82.7644
4754,XAIN,0.0,2.0,,0.0,,Votefor...,0,,,,,,XAIN,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4755,Aeternum,4.0,2.0,3.0,0.0,,Votefor...,0,,,,,,ALF,Utility-token,0.0,2.0,2018-04-02,2018-05-01,,300000000.0,580000USD (fiat),2.0,,0.14286,,,,,,,1.0,,,,
4756,ArdaSmartTrainingCommunity,0.0,1.0,,0.0,,Votefor...,0,,,328500000.0,27180000.0,New Zealand,ARDAT,Utility-token,0.0,1.0,,,,,,,,0.0,,,,,,,1.0,,,,
4757,Humanscape,0.0,2.0,,0.0,,Votefor...,0,,,200000000.0,,Hong Kong,HUM,Utility-token,0.0,1.0,2018-06-22,2018-06-29,,300000000.0,,,,0.0,,,,,16159487.2835,70.7243,1.0,,0.11224602445449304,70.7243,
4758,Mikron,0.0,1.0,,0.0,,Votefor...,0,,,,,,MIKRON,,0.0,,,,,,,,,0.11111,,,,,,,1.0,,,,
4759,Uniti,0.0,1.0,,0.0,,Votefor...,0,,,,,,Uniti,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4760,Chanjinn,0.0,0.0,,0.0,,Votefor...,0,,,170000.0,,,XCJ,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,
4761,BlockAble,0.0,1.0,,0.0,,Votefor...,0,,,,,Canada,ABL,Utility-token,0.0,,2018-02-15,2018-03-15,2017.0,,,,,0.0,,,,,5208496.21169,-39.1201,1.0,,,,-39.1201
4762,HAB,0.0,1.0,,0.0,,Votefor...,0,,,4080000000.0,13000000.0,France,HAB,Utility-token,0.0,4.0,,,,,3000000USD (fiat),3.0,,0.0,,,,,,,1.0,,,,
4763,Bitwala(Bitwala),0.0,3.0,,0.0,,Votefor...,0,,,,,,Bitwala,Utility-token,0.0,2.0,,,,,,,,0.0,,,,,,,1.0,,,,
4764,GO-FUND,0.0,1.0,,0.0,,Votefor...,0,,,,16000000.0,,GFC,,0.0,,2018-12-23,2019-04-14,,15000000.0,3000000,,,0.0,,,,,,,1.0,,,,
4765,Recup,0.0,1.0,,0.0,,Votefor...,0,,,18000000.0,,,CUP,Utility-token,0.0,1.0,2018-06-01,2018-07-22,,,100BTC,,,0.0,,,,,,,1.0,,,,
4766,SociBit,0.0,0.0,,0.0,,Votefor...,0,,,,,,SOB,Utility-token,0.0,2.0,,,,,,,,0.0,,,,,,,1.0,,,,
4767,TriipMiles,0.0,2.0,,0.0,,Votefor...,0,,,165000000.0,,Singapore,TIIM,Utility-token,0.0,1.0,,,,,2500ETH,,,0.0,,,,,,,1.0,,,,
